latitude,longitude,country_code,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
-27.922911,-58.753139,ARG,,,,,,3.5,5.7,27.0,14.0,59.0,
-27.922911,-58.753139,ARG,,,,,,2.1,5.9,36.0,11.0,53.0,
-32.877977,-59.735946,ARG,,,,,,21.6,4.9,24.0,70.0,6.0,
-32.877977,-59.735946,ARG,,,,,,11.1,5.8,25.0,68.0,7.0,
-32.877977,-59.735946,ARG,,,,,,5.5,7.2,45.0,49.0,5.0,
-32.877977,-59.735946,ARG,,,,,,3.1,8.1,47.0,49.0,5.0,
-32.877977,-59.735946,ARG,,,,,,1.8,7.5,38.0,57.0,5.0,
-32.877977,-59.735946,ARG,,,,,,1.3,6.3,29.0,64.0,7.0,
-30.624079,-58.562303,ARG,,,,,,28.2,5.3,29.0,71.0,1.0,
-30.624079,-58.562303,ARG,,,,,,13.2,5.7,26.0,73.0,1.0,
-30.624079,-58.562303,ARG,,,,,,9.2,6.3,41.0,58.0,1.0,
-30.624079,-58.562303,ARG,,,,,,6.8,7.2,54.0,46.0,1.0,
-30.624079,-58.562303,ARG,,,,,,1.4,7.8,50.0,50.0,1.0,
-30.532423,-58.559496,ARG,,,,,,22.2,6.3,30.0,69.0,1.0,
-30.532423,-58.559496,ARG,,,,,,13.9,7.2,36.0,63.0,1.0,
-30.532423,-58.559496,ARG,,,,,,11.3,7.7,47.0,52.0,1.0,
-30.532423,-58.559496,ARG,,,,,,3.9,7.6,54.0,46.0,1.0,
-30.532423,-58.559496,ARG,,,,,,1.3,8.0,49.0,50.0,1.0,
-27.889046,-58.767247,ARG,,,,,,13.3,5.7,16.0,19.0,65.0,
-27.889046,-58.767247,ARG,,,,,,13.1,6.2,22.0,18.0,60.0,
-27.889046,-58.767247,ARG,,,,,,8.0,6.4,26.0,17.0,57.0,
-27.889046,-58.767247,ARG,,,,,,2.1,7.0,32.0,12.0,56.0,
-27.889046,-58.767247,ARG,,,,,,1.5,8.4,12.0,19.0,70.0,
-30.444054,-58.52307,ARG,,,,,,36.2,6.8,31.0,67.0,2.0,
-30.444054,-58.52307,ARG,,,,,,7.4,7.8,36.0,63.0,1.0,
-30.444054,-58.52307,ARG,,,,,,2.1,7.9,,,,
-30.582904,-58.865303,ARG,,,,,,11.4,6.7,28.0,71.0,1.0,
-30.582904,-58.865303,ARG,,,,,,11.0,7.8,47.0,53.0,1.0,
-30.582904,-58.865303,ARG,,,,,,5.5,7.7,46.0,53.0,1.0,
-30.582904,-58.865303,ARG,,,,,,3.4,8.0,45.0,55.0,1.0,
-30.582904,-58.865303,ARG,,,,,,1.9,8.4,43.0,56.0,1.0,
-30.453651,-58.864633,ARG,,,,,,25.5,7.5,32.0,66.0,2.0,
-30.453651,-58.864633,ARG,,,,,,14.1,7.8,31.0,67.0,2.0,
-30.453651,-58.864633,ARG,,,,,,9.6,8.1,43.0,56.0,1.0,
-30.453651,-58.864633,ARG,,,,,,4.2,8.3,40.0,59.0,1.0,
-30.453651,-58.864633,ARG,,,,,,1.3,8.2,49.0,51.0,1.0,
-30.451231,-58.899216,ARG,,,,,,20.7,5.7,29.0,70.0,1.0,
-30.451231,-58.899216,ARG,,,,,,11.7,6.5,35.0,65.0,1.0,
-30.451231,-58.899216,ARG,,,,,,10.7,7.2,41.0,58.0,1.0,
-30.451231,-58.899216,ARG,,,,,,8.4,7.7,49.0,51.0,1.0,
-30.451231,-58.899216,ARG,,,,,,6.5,7.7,42.0,57.0,1.0,
-30.449619,-58.547802,ARG,,,,,,28.0,5.4,35.0,64.0,1.0,
-30.449619,-58.547802,ARG,,,,,,11.6,6.1,44.0,55.0,1.0,
-30.449619,-58.547802,ARG,,,,,,8.1,6.5,52.0,47.0,1.0,
-30.449619,-58.547802,ARG,,,,,,3.9,7.0,47.0,52.0,1.0,
-30.449619,-58.547802,ARG,,,,,,2.0,7.2,38.0,61.0,1.0,
-30.42972,-59.038807,ARG,,,,,,27.6,7.3,32.0,60.0,9.0,
-30.42972,-59.038807,ARG,,,,,,21.2,6.9,28.0,63.0,9.0,
-30.42972,-59.038807,ARG,,,,,,18.3,7.1,34.0,57.0,9.0,
-30.42972,-59.038807,ARG,,,,,,6.5,8.2,44.0,53.0,3.0,
-30.42972,-59.038807,ARG,,,,,,1.1,8.3,41.0,58.0,1.0,
-28.57025,-58.931917,ARG,,,,,,17.5,4.9,12.0,31.0,57.0,
-28.57025,-58.931917,ARG,,,,,,9.6,4.5,10.0,29.0,61.0,
-28.57025,-58.931917,ARG,,,,,,7.2,6.2,41.0,23.0,35.0,
-28.57025,-58.931917,ARG,,,,,,7.2,6.6,33.0,26.0,41.0,
-28.57025,-58.931917,ARG,,,,,,1.5,6.5,40.0,29.0,31.0,
-30.320785,-58.820262,ARG,,,,,,21.0,5.8,29.0,70.0,1.0,
-30.320785,-58.820262,ARG,,,,,,14.3,5.8,26.0,73.0,1.0,
-30.320785,-58.820262,ARG,,,,,,8.5,7.0,49.0,50.0,1.0,
-30.320785,-58.820262,ARG,,,,,,2.3,7.8,38.0,61.0,1.0,
-30.320785,-58.820262,ARG,,,,,,1.2,7.8,36.0,63.0,1.0,
-30.43697,-59.054462,ARG,,,,,,21.2,6.1,26.0,72.0,3.0,
-30.43697,-59.054462,ARG,,,,,,13.6,6.6,39.0,58.0,3.0,
-30.43697,-59.054462,ARG,,,,,,8.1,7.9,43.0,54.0,3.0,
-30.43697,-59.054462,ARG,,,,,,4.3,8.2,38.0,59.0,3.0,
-30.43697,-59.054462,ARG,,,,,,0.9,8.3,33.0,63.0,4.0,
-30.556233,-59.196158,ARG,,,,,,17.3,5.7,24.0,74.0,2.0,
-30.556233,-59.196158,ARG,,,,,,10.5,7.4,44.0,55.0,1.0,
-30.556233,-59.196158,ARG,,,,,,7.5,6.0,48.0,51.0,1.0,
-30.556233,-59.196158,ARG,,,,,,1.8,7.7,40.0,59.0,2.0,
-30.556233,-59.196158,ARG,,,,,,,7.9,40.0,59.0,1.0,
-30.278287,-58.65155,ARG,,,,,,26.2,5.2,22.0,75.0,3.0,
-30.278287,-58.65155,ARG,,,,,,13.3,6.1,33.0,66.0,2.0,
-30.278287,-58.65155,ARG,,,,,,10.0,7.2,44.0,55.0,1.0,
-30.278287,-58.65155,ARG,,,,,,5.0,7.9,40.0,59.0,2.0,
-30.278287,-58.65155,ARG,,,,,,1.0,8.0,41.0,57.0,2.0,
-30.444054,-58.52307,ARG,,,,,,37.2,5.7,24.0,75.0,1.0,
-30.444054,-58.52307,ARG,,,,,,23.0,6.1,31.0,68.0,2.0,
-30.444054,-58.52307,ARG,,,,,,10.5,6.5,40.0,58.0,2.0,
-30.444054,-58.52307,ARG,,,,,,5.9,7.7,38.0,60.0,2.0,
-30.444054,-58.52307,ARG,,,,,,1.3,8.0,39.0,60.0,1.0,
-33.033534,-58.480508,ARG,,,,,,27.0,6.3,21.0,54.0,25.0,
-33.033534,-58.480508,ARG,,,,,,21.2,6.4,23.0,55.0,22.0,
-33.033534,-58.480508,ARG,,,,,,12.0,6.6,35.0,45.0,20.0,
-33.033534,-58.480508,ARG,,,,,,9.2,7.0,45.0,41.0,14.0,
-33.033534,-58.480508,ARG,,,,,,3.5,8.0,43.0,42.0,15.0,
-33.033534,-58.480508,ARG,,,,,,0.9,8.5,40.0,44.0,15.0,
-33.043495,-58.253948,ARG,,,,,,2.8,5.3,2.0,2.0,96.0,
-33.043495,-58.253948,ARG,,,,,,8.2,5.4,18.0,11.0,71.0,
-33.043495,-58.253948,ARG,,,,,,3.8,5.5,17.0,12.0,71.0,
-33.043495,-58.253948,ARG,,,,,,3.7,5.7,17.0,11.0,72.0,
-33.146654,-59.167392,ARG,,,,,,8.2,6.1,11.0,34.0,55.0,
-33.146654,-59.167392,ARG,,,,,,6.1,6.3,11.0,30.0,59.0,
-33.146654,-59.167392,ARG,,,,,,4.3,6.5,30.0,34.0,36.0,
-33.146654,-59.167392,ARG,,,,,,5.5,6.9,28.0,30.0,43.0,
-33.146654,-59.167392,ARG,,,,,,3.3,7.1,25.0,30.0,46.0,
-33.146654,-59.167392,ARG,,,,,,2.5,6.8,24.0,32.0,44.0,
-33.120479,-59.22126,ARG,,,,,,18.1,6.3,21.0,52.0,28.0,
-33.120479,-59.22126,ARG,,,,,,11.9,6.1,21.0,49.0,31.0,
-33.120479,-59.22126,ARG,,,,,,5.5,6.8,34.0,41.0,24.0,
-33.120479,-59.22126,ARG,,,,,,5.5,7.2,34.0,42.0,25.0,
-33.120479,-59.22126,ARG,,,,,,1.7,7.3,30.0,49.0,21.0,
-33.120479,-59.22126,ARG,,,,,,1.3,7.5,26.0,44.0,30.0,
-33.057869,-58.875775,ARG,,,,,,28.7,5.8,35.0,59.0,6.0,
-33.057869,-58.875775,ARG,,,,,,12.4,6.9,48.0,49.0,3.0,
-33.057869,-58.875775,ARG,,,,,,7.2,8.3,45.0,52.0,3.0,
-33.057869,-58.875775,ARG,,,,,,3.1,8.6,40.0,55.0,5.0,
-33.057869,-58.875775,ARG,,,,,,2.6,8.2,40.0,57.0,4.0,
-33.057869,-58.875775,ARG,,,,,,0.9,8.6,40.0,56.0,4.0,
-32.964478,-58.615952,ARG,,,,,,20.8,6.0,13.0,26.0,61.0,
-32.964478,-58.615952,ARG,,,,,,5.3,6.0,10.0,22.0,67.0,
-32.964478,-58.615952,ARG,,,,,,10.7,6.2,12.0,27.0,61.0,
-32.964478,-58.615952,ARG,,,,,,5.2,6.6,35.0,25.0,39.0,
-32.964478,-58.615952,ARG,,,,,,5.2,7.5,34.0,21.0,44.0,
-32.964478,-58.615952,ARG,,,,,,2.6,7.9,32.0,26.0,42.0,
-32.964478,-58.615952,ARG,,,,,,0.4,8.6,30.0,21.0,49.0,
-32.873696,-58.337003,ARG,,,,,,39.7,6.6,37.0,60.0,3.0,
-32.873696,-58.337003,ARG,,,,,,28.4,7.0,37.0,57.0,6.0,
-32.873696,-58.337003,ARG,,,,,,16.8,6.9,49.0,47.0,4.0,
-32.873696,-58.337003,ARG,,,,,,10.1,8.2,47.0,48.0,5.0,
-32.873696,-58.337003,ARG,,,,,,5.6,8.6,43.0,37.0,20.0,
-32.873696,-58.337003,ARG,,,,,,2.1,8.7,42.0,26.0,32.0,
-33.265176,-58.626405,ARG,,,,,,43.7,6.3,30.0,61.0,9.0,
-33.265176,-58.626405,ARG,,,,,,41.0,6.7,37.0,56.0,7.0,
-33.265176,-58.626405,ARG,,,,,,15.5,7.6,43.0,51.0,7.0,
-33.265176,-58.626405,ARG,,,,,,8.8,8.3,45.0,49.0,6.0,
-33.265176,-58.626405,ARG,,,,,,8.7,8.6,43.0,42.0,5.0,
-33.265176,-58.626405,ARG,,,,,,3.1,8.5,43.0,52.0,5.0,
-33.259098,-58.650694,ARG,,,,,,26.9,5.6,26.0,65.0,9.0,
-33.259098,-58.650694,ARG,,,,,,21.4,6.0,27.0,64.0,10.0,
-33.259098,-58.650694,ARG,,,,,,11.9,6.5,48.0,47.0,5.0,
-33.259098,-58.650694,ARG,,,,,,8.8,7.1,49.0,46.0,5.0,
-33.259098,-58.650694,ARG,,,,,,6.6,7.8,44.0,52.0,4.0,
-33.259098,-58.650694,ARG,,,,,,0.9,8.1,41.0,49.0,10.0,
-30.565192,-58.398598,ARG,,,,,,21.6,5.8,,,,
-30.565192,-58.398598,ARG,,,,,,12.0,6.6,,,,
-30.565192,-58.398598,ARG,,,,,,9.4,7.2,,,,
-30.565192,-58.398598,ARG,,,,,,3.3,8.2,,,,
-30.565192,-58.398598,ARG,,,,,,0.9,8.4,,,,
-30.541766,-58.25323,ARG,,,,,,29.7,5.6,30.0,55.0,14.0,
-30.541766,-58.25323,ARG,,,,,,14.5,5.6,33.0,51.0,16.0,
-30.541766,-58.25323,ARG,,,,,,9.4,6.1,30.0,55.0,14.0,
-30.541766,-58.25323,ARG,,,,,,6.9,7.3,33.0,54.0,13.0,
-30.541766,-58.25323,ARG,,,,,,2.1,7.8,34.0,55.0,10.0,
-30.541766,-58.25323,ARG,,,,,,0.4,7.6,44.0,52.0,4.0,
-30.642713,-58.13582,ARG,,,,,,16.7,6.5,,,,
-30.642713,-58.13582,ARG,,,,,,11.3,7.1,,,,
-30.642713,-58.13582,ARG,,,,,,9.6,7.8,,,,
-30.642713,-58.13582,ARG,,,,,,7.7,8.2,,,,
-30.642713,-58.13582,ARG,,,,,,2.3,8.2,,,,
-28.441334,-58.998304,ARG,,,,,,25.1,5.5,23.0,22.0,55.0,
-28.441334,-58.998304,ARG,,,,,,2.0,8.3,17.0,15.0,67.0,
-28.441334,-58.998304,ARG,,,,,,0.1,8.3,22.0,12.0,66.0,
-28.441334,-58.998304,ARG,,,,,,,8.2,19.0,18.0,63.0,
-30.965913,-58.031181,ARG,,,,,,11.9,5.4,5.0,23.0,73.0,
-30.965913,-58.031181,ARG,,,,,,11.6,5.5,21.0,26.0,52.0,
-30.965913,-58.031181,ARG,,,,,,4.2,5.8,12.0,38.0,50.0,
-30.965913,-58.031181,ARG,,,,,,3.2,6.4,13.0,37.0,50.0,
-30.965913,-58.031181,ARG,,,,,,2.3,7.8,16.0,23.0,61.0,
-30.755671,-58.020789,ARG,,,,,,22.9,6.0,,,,
-30.755671,-58.020789,ARG,,,,,,11.8,7.6,,,,
-30.755671,-58.020789,ARG,,,,,,9.8,8.4,,,,
-30.755671,-58.020789,ARG,,,,,,8.0,8.5,,,,
-30.755671,-58.020789,ARG,,,,,,6.7,8.5,,,,
-30.452878,-59.282832,ARG,,,,,,30.0,5.8,38.0,53.0,9.0,
-30.452878,-59.282832,ARG,,,,,,16.1,6.9,49.0,43.0,8.0,
-30.452878,-59.282832,ARG,,,,,,12.6,7.6,49.0,43.0,8.0,
-30.452878,-59.282832,ARG,,,,,,6.7,7.7,43.0,52.0,5.0,
-30.452878,-59.282832,ARG,,,,,,1.4,7.9,49.0,46.0,5.0,
-30.468727,-59.324662,ARG,,,,,,14.4,6.2,31.0,55.0,15.0,
-30.468727,-59.324662,ARG,,,,,,12.6,7.6,45.0,47.0,8.0,
-30.468727,-59.324662,ARG,,,,,,9.4,8.1,46.0,48.0,7.0,
-30.468727,-59.324662,ARG,,,,,,3.4,8.3,36.0,57.0,8.0,
-30.468727,-59.324662,ARG,,,,,,1.8,8.3,37.0,56.0,7.0,
-33.287471,-58.753348,ARG,,,,,,21.4,6.7,28.0,48.0,24.0,
-33.287471,-58.753348,ARG,,,,,,21.4,6.8,32.0,48.0,19.0,
-33.287471,-58.753348,ARG,,,,,,14.0,7.1,42.0,39.0,19.0,
-33.287471,-58.753348,ARG,,,,,,6.5,8.4,40.0,42.0,18.0,
-33.287471,-58.753348,ARG,,,,,,5.2,8.6,37.0,47.0,16.0,
-33.287471,-58.753348,ARG,,,,,,1.7,8.7,36.0,48.0,16.0,
-28.515834,-58.71404,ARG,,,,,,6.0,6.7,8.0,19.0,73.0,
-28.515834,-58.71404,ARG,,,,,,,9.5,12.0,34.0,54.0,
-28.515834,-58.71404,ARG,,,,,,,9.8,12.0,29.0,60.0,
-28.515834,-58.71404,ARG,,,,,,1.1,9.7,12.0,28.0,60.0,
-28.515834,-58.71404,ARG,,,,,,0.7,9.6,15.0,32.0,53.0,
-28.515834,-58.71404,ARG,,,,,,0.5,9.5,19.0,32.0,49.0,
-33.262744,-58.796963,ARG,,,,,,8.1,6.4,5.0,11.0,84.0,
-33.262744,-58.796963,ARG,,,,,,2.8,5.5,5.0,11.0,84.0,
-33.262744,-58.796963,ARG,,,,,,2.5,6.0,21.0,16.0,63.0,
-32.623983,-58.602797,ARG,,,,,,17.5,7.2,30.0,61.0,10.0,
-32.623983,-58.602797,ARG,,,,,,19.1,7.4,45.0,49.0,6.0,
-32.623983,-58.602797,ARG,,,,,,9.7,8.4,43.0,51.0,7.0,
-32.623983,-58.602797,ARG,,,,,,9.2,8.9,42.0,52.0,6.0,
-32.623983,-58.602797,ARG,,,,,,4.4,9.0,40.0,55.0,5.0,
-32.623983,-58.602797,ARG,,,,,,4.2,8.9,39.0,56.0,5.0,
-33.366535,-58.729685,ARG,,,,,,41.9,8.2,25.0,66.0,8.0,
-33.366535,-58.729685,ARG,,,,,,15.3,8.7,34.0,56.0,10.0,
-33.366535,-58.729685,ARG,,,,,,5.2,8.6,37.0,58.0,4.0,
-33.366535,-58.729685,ARG,,,,,,4.3,8.4,36.0,55.0,9.0,
-32.588996,-58.888837,ARG,,,,,,27.6,7.0,30.0,67.0,3.0,
-32.588996,-58.888837,ARG,,,,,,23.3,7.1,31.0,65.0,3.0,
-32.588996,-58.888837,ARG,,,,,,21.1,7.2,46.0,52.0,2.0,
-32.588996,-58.888837,ARG,,,,,,15.4,7.9,47.0,52.0,2.0,
-32.588996,-58.888837,ARG,,,,,,10.9,8.4,49.0,48.0,3.0,
-32.588996,-58.888837,ARG,,,,,,5.6,8.6,48.0,48.0,3.0,
-32.588996,-58.888837,ARG,,,,,,29.0,5.8,31.0,63.0,5.0,
-32.588996,-58.888837,ARG,,,,,,16.1,6.9,39.0,57.0,4.0,
-32.588996,-58.888837,ARG,,,,,,8.7,7.9,41.0,55.0,4.0,
-32.588996,-58.888837,ARG,,,,,,6.9,8.3,42.0,54.0,4.0,
-32.588996,-58.888837,ARG,,,,,,1.3,7.9,45.0,52.0,3.0,
-32.730157,-58.707387,ARG,,,,,,17.5,6.0,27.0,62.0,11.0,
-32.730157,-58.707387,ARG,,,,,,9.9,7.1,27.0,61.0,12.0,
-32.730157,-58.707387,ARG,,,,,,4.4,7.4,45.0,49.0,6.0,
-32.730157,-58.707387,ARG,,,,,,3.9,7.7,45.0,49.0,6.0,
-32.730157,-58.707387,ARG,,,,,,0.4,8.1,46.0,47.0,7.0,
-32.730157,-58.707387,ARG,,,,,,0.4,8.0,44.0,44.0,13.0,
-32.560699,-58.726881,ARG,,,,,,21.8,5.9,27.0,67.0,6.0,
-32.560699,-58.726881,ARG,,,,,,18.9,6.5,28.0,66.0,6.0,
-32.560699,-58.726881,ARG,,,,,,10.6,7.1,45.0,50.0,5.0,
-32.560699,-58.726881,ARG,,,,,,8.0,7.7,47.0,50.0,4.0,
-32.560699,-58.726881,ARG,,,,,,0.4,8.4,45.0,53.0,2.0,
-32.560699,-58.726881,ARG,,,,,,0.4,7.5,40.0,58.0,2.0,
-32.579672,-58.833894,ARG,,,,,,32.7,7.3,40.0,58.0,2.0,
-32.579672,-58.833894,ARG,,,,,,18.8,7.5,47.0,50.0,2.0,
-32.579672,-58.833894,ARG,,,,,,13.4,7.8,49.0,49.0,2.0,
-32.579672,-58.833894,ARG,,,,,,9.2,8.5,48.0,51.0,2.0,
-32.579672,-58.833894,ARG,,,,,,3.3,8.6,45.0,53.0,2.0,
-28.377038,-58.771509,ARG,,,,,,5.2,4.3,5.0,10.0,85.0,
-28.377038,-58.771509,ARG,,,,,,4.2,4.3,5.0,9.0,86.0,
-28.377038,-58.771509,ARG,,,,,,2.6,4.3,4.0,11.0,85.0,
-28.377038,-58.771509,ARG,,,,,,1.8,4.8,3.0,7.0,90.0,
-28.377038,-58.771509,ARG,,,,,,2.2,5.7,10.0,10.0,80.0,
-28.377038,-58.771509,ARG,,,,,,3.0,6.2,20.0,14.0,67.0,
-28.377038,-58.771509,ARG,,,,,,2.0,6.9,25.0,13.0,62.0,
-30.72767,-59.434436,ARG,,,,,,16.4,5.8,22.0,51.0,27.0,
-30.72767,-59.434436,ARG,,,,,,12.8,5.5,24.0,49.0,27.0,
-30.72767,-59.434436,ARG,,,,,,7.2,6.0,43.0,44.0,14.0,
-30.72767,-59.434436,ARG,,,,,,4.6,6.9,47.0,42.0,11.0,
-30.72767,-59.434436,ARG,,,,,,3.3,7.7,54.0,37.0,9.0,
-30.72767,-59.434436,ARG,,,,,,1.1,7.3,46.0,52.0,3.0,
-30.740651,-59.421673,ARG,,,,,,33.4,5.2,31.0,61.0,8.0,
-30.740651,-59.421673,ARG,,,,,,17.9,6.0,33.0,59.0,8.0,
-30.740651,-59.421673,ARG,,,,,,13.0,7.1,46.0,48.0,6.0,
-30.740651,-59.421673,ARG,,,,,,9.3,7.8,46.0,48.0,6.0,
-30.740651,-59.421673,ARG,,,,,,3.7,8.0,44.0,51.0,5.0,
-30.740651,-59.421673,ARG,,,,,,1.3,8.0,43.0,54.0,3.0,
-30.770282,-59.223449,ARG,,,,,,5.3,6.4,37.0,60.0,3.0,
-30.770282,-59.223449,ARG,,,,,,2.8,6.9,43.0,54.0,3.0,
-30.770282,-59.223449,ARG,,,,,,20.0,5.9,30.0,68.0,2.0,
-30.770282,-59.223449,ARG,,,,,,6.2,6.2,19.0,77.0,4.0,
-30.770282,-59.223449,ARG,,,,,,0.9,7.7,37.0,60.0,2.0,
-30.770282,-59.223449,ARG,,,,,,,7.7,37.0,62.0,2.0,
-30.770282,-59.223449,ARG,,,,,,4.7,5.8,29.0,67.0,4.0,
-30.956664,-58.458348,ARG,,,,,,23.8,5.4,25.0,74.0,1.0,
-30.956664,-58.458348,ARG,,,,,,11.5,6.1,34.0,65.0,1.0,
-30.956664,-58.458348,ARG,,,,,,7.2,7.4,42.0,57.0,1.0,
-30.956664,-58.458348,ARG,,,,,,2.5,8.0,41.0,58.0,1.0,
-30.956664,-58.458348,ARG,,,,,,1.6,7.7,36.0,64.0,1.0,
-30.95991,-58.474443,ARG,,,,,,25.4,5.2,30.0,69.0,1.0,
-30.95991,-58.474443,ARG,,,,,,9.3,6.0,44.0,55.0,1.0,
-30.95991,-58.474443,ARG,,,,,,8.0,6.8,47.0,52.0,1.0,
-30.95991,-58.474443,ARG,,,,,,3.1,7.5,49.0,51.0,1.0,
-30.95991,-58.474443,ARG,,,,,,1.3,7.5,44.0,55.0,1.0,
-31.471965,-59.171596,ARG,,,,,,40.4,5.7,,,,
-31.471965,-59.171596,ARG,,,,,,25.6,5.7,39.0,60.0,1.0,
-31.471965,-59.171596,ARG,,,,,,14.9,8.2,50.0,49.0,1.0,
-31.471965,-59.171596,ARG,,,,,,7.5,7.9,51.0,48.0,1.0,
-31.471965,-59.171596,ARG,,,,,,0.1,7.5,46.0,53.0,1.0,
-31.897289,-60.412248,ARG,,,,,,21.4,5.8,28.0,68.0,4.0,
-31.897289,-60.412248,ARG,,,,,,16.8,6.1,31.0,65.0,4.0,
-31.897289,-60.412248,ARG,,,,,,8.8,6.5,45.0,53.0,3.0,
-31.897289,-60.412248,ARG,,,,,,4.9,6.9,43.0,54.0,3.0,
-31.897289,-60.412248,ARG,,,,,,2.8,8.3,39.0,57.0,4.0,
-31.897289,-60.412248,ARG,,,,,,0.6,8.2,36.0,60.0,4.0,
-32.623101,-58.876561,ARG,,,,,,26.0,6.6,28.0,66.0,5.0,
-32.623101,-58.876561,ARG,,,,,,20.5,6.3,30.0,66.0,4.0,
-32.623101,-58.876561,ARG,,,,,,17.3,6.8,49.0,49.0,3.0,
-32.623101,-58.876561,ARG,,,,,,12.0,7.2,50.0,47.0,3.0,
-32.623101,-58.876561,ARG,,,,,,8.0,7.8,49.0,49.0,2.0,
-32.623101,-58.876561,ARG,,,,,,1.3,7.6,,,,
-32.541391,-59.029591,ARG,,,,,,21.2,6.6,21.0,35.0,43.0,
-32.541391,-59.029591,ARG,,,,,,12.0,6.9,28.0,37.0,35.0,
-32.541391,-59.029591,ARG,,,,,,12.2,7.6,35.0,34.0,32.0,
-32.541391,-59.029591,ARG,,,,,,2.6,8.5,35.0,32.0,33.0,
-32.541391,-59.029591,ARG,,,,,,2.2,8.8,35.0,40.0,25.0,
-32.542769,-59.023153,ARG,,,,,,21.2,6.3,20.0,42.0,37.0,
-32.542769,-59.023153,ARG,,,,,,16.6,6.3,22.0,41.0,38.0,
-32.542769,-59.023153,ARG,,,,,,10.9,7.1,41.0,35.0,24.0,
-32.542769,-59.023153,ARG,,,,,,5.7,7.7,39.0,43.0,18.0,
-32.542769,-59.023153,ARG,,,,,,4.3,8.6,35.0,48.0,17.0,
-32.542769,-59.023153,ARG,,,,,,0.8,8.5,30.0,34.0,36.0,
-32.697988,-58.822076,ARG,,,,,,26.5,6.0,27.0,68.0,5.0,
-32.697988,-58.822076,ARG,,,,,,16.8,6.2,28.0,67.0,4.0,
-32.697988,-58.822076,ARG,,,,,,12.6,6.6,45.0,52.0,3.0,
-32.697988,-58.822076,ARG,,,,,,5.2,7.6,46.0,51.0,3.0,
-32.697988,-58.822076,ARG,,,,,,4.4,8.0,45.0,52.0,3.0,
-32.697988,-58.822076,ARG,,,,,,0.9,7.8,44.0,52.0,4.0,
-33.154121,-59.036358,ARG,,,,,,15.2,8.4,24.0,53.0,23.0,
-33.154121,-59.036358,ARG,,,,,,8.5,9.9,26.0,55.0,18.0,
-33.154121,-59.036358,ARG,,,,,,7.3,9.9,42.0,42.0,16.0,
-33.154121,-59.036358,ARG,,,,,,2.2,10.0,43.0,37.0,20.0,
-33.154121,-59.036358,ARG,,,,,,2.2,9.8,44.0,43.0,13.0,
-33.154121,-59.036358,ARG,,,,,,0.9,9.6,41.0,50.0,9.0,
-31.066899,-58.303874,ARG,,,,,,31.8,5.5,26.0,71.0,3.0,
-31.066899,-58.303874,ARG,,,,,,9.3,6.2,50.0,49.0,2.0,
-31.066899,-58.303874,ARG,,,,,,11.5,6.6,46.0,52.0,2.0,
-31.066899,-58.303874,ARG,,,,,,5.1,7.4,47.0,52.0,2.0,
-31.066899,-58.303874,ARG,,,,,,2.8,7.5,42.0,58.0,0.0,
-28.641901,-58.953776,ARG,,,,,,6.9,5.7,5.0,11.0,84.0,
-28.641901,-58.953776,ARG,,,,,,2.7,5.5,4.0,11.0,85.0,
-28.641901,-58.953776,ARG,,,,,,0.9,5.7,4.0,12.0,84.0,
-28.641901,-58.953776,ARG,,,,,,3.4,5.7,30.0,14.0,56.0,
-28.641901,-58.953776,ARG,,,,,,1.1,6.1,23.0,11.0,66.0,
-30.771031,-59.442916,ARG,,,,,,18.5,6.3,40.0,56.0,5.0,
-30.771031,-59.442916,ARG,,,,,,14.8,7.5,52.0,45.0,3.0,
-30.771031,-59.442916,ARG,,,,,,13.0,8.1,52.0,45.0,2.0,
-30.771031,-59.442916,ARG,,,,,,6.8,8.1,48.0,49.0,3.0,
-30.771031,-59.442916,ARG,,,,,,1.8,8.3,43.0,53.0,4.0,
-30.758291,-59.501788,ARG,,,,,,29.1,6.3,34.0,61.0,6.0,
-30.758291,-59.501788,ARG,,,,,,15.5,6.5,40.0,54.0,6.0,
-30.758291,-59.501788,ARG,,,,,,13.6,6.9,38.0,55.0,7.0,
-30.758291,-59.501788,ARG,,,,,,8.6,7.7,45.0,50.0,5.0,
-30.758291,-59.501788,ARG,,,,,,3.7,7.9,41.0,56.0,4.0,
-30.758291,-59.501788,ARG,,,,,,1.8,7.9,37.0,61.0,3.0,
-30.758291,-59.501788,ARG,,,,,,27.8,7.2,35.0,59.0,7.0,
-30.758291,-59.501788,ARG,,,,,,7.5,7.6,42.0,53.0,4.0,
-30.758291,-59.501788,ARG,,,,,,2.5,7.8,43.0,54.0,3.0,
-30.758291,-59.501788,ARG,,,,,,1.3,8.0,40.0,56.0,4.0,
-28.489749,-58.711056,ARG,,,,,,15.7,4.5,10.0,24.0,67.0,
-28.489749,-58.711056,ARG,,,,,,9.1,5.4,9.0,24.0,68.0,
-28.489749,-58.711056,ARG,,,,,,4.8,6.3,18.0,21.0,61.0,
-28.489749,-58.711056,ARG,,,,,,2.6,7.7,19.0,19.0,62.0,
-28.489749,-58.711056,ARG,,,,,,1.6,7.8,21.0,17.0,62.0,
-28.489749,-58.711056,ARG,,,,,,1.2,7.7,24.0,18.0,59.0,
-28.489749,-58.711056,ARG,,,,,,0.6,7.3,21.0,19.0,60.0,
-30.447951,-58.742146,ARG,,,,,,32.4,6.1,37.0,61.0,2.0,
